Ping:,22.759,ms,Download:,19.04,Mbit/s,Upload:,10.66,Mbit/s,2022-12-03 22:45:16
Ping:,21.899,ms,Download:,2.89,Mbit/s,Upload:,10.27,Mbit/s,2022-12-03 22:45:40
Ping:,19.681,ms,Download:,15.65,Mbit/s,Upload:,8.37,Mbit/s,2022-12-03 22:46:08
Ping:,21.475,ms,Download:,8.54,Mbit/s,Upload:,5.69,Mbit/s,2022-12-03 22:46:33
Ping:,20.522,ms,Download:,16.18,Mbit/s,Upload:,10.83,Mbit/s,2022-12-03 22:46:56
Ping:,14.189,ms,Download:,36.21,Mbit/s,Upload:,30.69,Mbit/s,2022-12-03 22:47:18
Ping:,22.41,ms,Download:,21.61,Mbit/s,Upload:,9.38,Mbit/s,2022-12-03 22:47:40
Ping:,15.313,ms,Download:,37.36,Mbit/s,Upload:,25.40,Mbit/s,2022-12-03 22:48:03
Ping:,11.337,ms,Download:,11.79,Mbit/s,Upload:,26.14,Mbit/s,2022-12-03 22:48:25
Ping:,16.285,ms,Download:,32.12,Mbit/s,Upload:,26.61,Mbit/s,2022-12-03 22:48:47
Ping:,15.331,ms,Download:,43.71,Mbit/s,Upload:,29.76,Mbit/s,2022-12-03 22:49:08
Ping:,14.881,ms,Download:,32.70,Mbit/s,Upload:,32.08,Mbit/s,2022-12-03 22:49:30
Ping:,18.027,ms,Download:,43.98,Mbit/s,Upload:,27.28,Mbit/s,2022-12-03 22:49:52
Ping:,15.392,ms,Download:,33.71,Mbit/s,Upload:,22.05,Mbit/s,2022-12-03 22:50:14
Ping:,11.501,ms,Download:,40.25,Mbit/s,Upload:,20.42,Mbit/s,2022-12-03 22:50:36
Ping:,49.363,ms,Download:,17.89,Mbit/s,Upload:,14.31,Mbit/s,2022-12-08 17:42:09
Ping:,21.903,ms,Download:,33.49,Mbit/s,Upload:,35.83,Mbit/s,2022-12-08 17:42:46
Ping:,27.06,ms,Download:,40.33,Mbit/s,Upload:,36.01,Mbit/s,2022-12-08 17:43:17
Ping:,22.474,ms,Download:,33.03,Mbit/s,Upload:,36.31,Mbit/s,2022-12-08 17:43:47
Ping:,22.983,ms,Download:,18.78,Mbit/s,Upload:,36.46,Mbit/s,2022-12-08 17:44:17
Ping:,17.87,ms,Download:,36.51,Mbit/s,Upload:,35.94,Mbit/s,2022-12-08 17:44:47
Ping:,22.911,ms,Download:,29.10,Mbit/s,Upload:,28.28,Mbit/s,2022-12-08 17:45:18
Ping:,29.255,ms,Download:,45.87,Mbit/s,Upload:,36.16,Mbit/s,2022-12-08 17:45:48
Ping:,15.431,ms,Download:,21.89,Mbit/s,Upload:,35.14,Mbit/s,2022-12-08 17:46:19
Ping:,22.083,ms,Download:,42.06,Mbit/s,Upload:,36.86,Mbit/s,2022-12-08 17:46:49
Ping:,23.287,ms,Download:,48.13,Mbit/s,Upload:,37.29,Mbit/s,2022-12-08 17:47:19
Ping:,15.649,ms,Download:,54.37,Mbit/s,Upload:,36.66,Mbit/s,2022-12-08 17:47:49
Ping:,15.697,ms,Download:,46.47,Mbit/s,Upload:,36.52,Mbit/s,2022-12-08 17:48:19
Ping:,24.592,ms,Download:,44.23,Mbit/s,Upload:,36.50,Mbit/s,2022-12-08 17:48:49
Ping:,15.775,ms,Download:,54.75,Mbit/s,Upload:,36.37,Mbit/s,2022-12-08 17:49:19
Ping:,39.759,ms,Download:,44.45,Mbit/s,Upload:,36.20,Mbit/s,2022-12-08 17:49:49
Ping:,31.45,ms,Download:,47.21,Mbit/s,Upload:,36.67,Mbit/s,2022-12-08 17:50:19
Ping:,31.085,ms,Download:,28.82,Mbit/s,Upload:,36.92,Mbit/s,2022-12-08 17:50:49
Ping:,26.755,ms,Download:,44.12,Mbit/s,Upload:,34.18,Mbit/s,2022-12-08 17:51:19
Ping:,21.302,ms,Download:,47.57,Mbit/s,Upload:,36.63,Mbit/s,2022-12-08 17:51:50
Ping:,20.214,ms,Download:,30.08,Mbit/s,Upload:,36.17,Mbit/s,2022-12-08 17:52:20
Ping:,21.218,ms,Download:,27.32,Mbit/s,Upload:,36.04,Mbit/s,2022-12-08 17:52:51
Ping:,17.585,ms,Download:,37.34,Mbit/s,Upload:,37.36,Mbit/s,2022-12-08 17:53:21
Ping:,24.392,ms,Download:,36.19,Mbit/s,Upload:,36.37,Mbit/s,2022-12-08 17:53:51
Ping:,15.01,ms,Download:,39.41,Mbit/s,Upload:,36.51,Mbit/s,2022-12-08 17:54:21
Ping:,16.413,ms,Download:,30.06,Mbit/s,Upload:,36.81,Mbit/s,2022-12-08 17:54:51
Ping:,21.391,ms,Download:,46.35,Mbit/s,Upload:,37.07,Mbit/s,2022-12-08 17:55:21
Ping:,13.074,ms,Download:,35.26,Mbit/s,Upload:,34.64,Mbit/s,2022-12-08 17:55:52
Ping:,30.094,ms,Download:,32.55,Mbit/s,Upload:,35.81,Mbit/s,2022-12-08 17:56:22
Ping:,25.604,ms,Download:,45.70,Mbit/s,Upload:,36.51,Mbit/s,2022-12-08 17:56:53
Ping:,27.936,ms,Download:,51.22,Mbit/s,Upload:,36.30,Mbit/s,2022-12-08 17:57:23
Ping:,40.842,ms,Download:,38.95,Mbit/s,Upload:,33.90,Mbit/s,2022-12-08 17:57:54
Ping:,37.389,ms,Download:,36.67,Mbit/s,Upload:,36.48,Mbit/s,2022-12-08 17:58:25
Ping:,27.981,ms,Download:,31.50,Mbit/s,Upload:,37.04,Mbit/s,2022-12-08 17:58:55
Ping:,26.991,ms,Download:,29.77,Mbit/s,Upload:,36.03,Mbit/s,2022-12-08 17:59:25
Ping:,34.654,ms,Download:,47.48,Mbit/s,Upload:,37.00,Mbit/s,2022-12-08 17:59:57
Ping:,35.06,ms,Download:,49.14,Mbit/s,Upload:,35.93,Mbit/s,2022-12-08 18:00:27
Ping:,38.868,ms,Download:,36.06,Mbit/s,Upload:,36.34,Mbit/s,2022-12-08 18:00:58
Ping:,36.95,ms,Download:,37.35,Mbit/s,Upload:,35.92,Mbit/s,2022-12-08 18:01:29
Ping:,24.095,ms,Download:,42.20,Mbit/s,Upload:,32.11,Mbit/s,2022-12-08 18:01:59
Ping:,40.17,ms,Download:,32.96,Mbit/s,Upload:,35.09,Mbit/s,2022-12-08 18:02:30
Ping:,37.908,ms,Download:,12.56,Mbit/s,Upload:,13.46,Mbit/s,2022-12-08 18:03:01
Ping:,26.727,ms,Download:,36.81,Mbit/s,Upload:,36.34,Mbit/s,2022-12-08 18:03:35
Ping:,32.581,ms,Download:,54.67,Mbit/s,Upload:,35.93,Mbit/s,2022-12-08 18:04:06
Ping:,38.181,ms,Download:,38.93,Mbit/s,Upload:,27.19,Mbit/s,2022-12-08 18:04:37
Ping:,28.373,ms,Download:,38.56,Mbit/s,Upload:,31.90,Mbit/s,2022-12-08 18:05:07
Ping:,33.706,ms,Download:,43.99,Mbit/s,Upload:,36.10,Mbit/s,2022-12-08 18:05:37
Ping:,30.008,ms,Download:,49.69,Mbit/s,Upload:,31.22,Mbit/s,2022-12-08 18:06:10
Ping:,31.638,ms,Download:,52.28,Mbit/s,Upload:,32.55,Mbit/s,2022-12-08 18:06:40
Ping:,31.847,ms,Download:,26.25,Mbit/s,Upload:,36.51,Mbit/s,2022-12-08 18:07:10
Ping:,29.649,ms,Download:,47.34,Mbit/s,Upload:,36.55,Mbit/s,2022-12-08 18:07:41
Ping:,52.992,ms,Download:,37.34,Mbit/s,Upload:,36.38,Mbit/s,2022-12-08 18:08:14
Ping:,32.571,ms,Download:,23.35,Mbit/s,Upload:,35.82,Mbit/s,2022-12-08 18:08:45
Ping:,26.135,ms,Download:,39.91,Mbit/s,Upload:,36.15,Mbit/s,2022-12-08 18:09:17
Ping:,37.688,ms,Download:,28.59,Mbit/s,Upload:,35.21,Mbit/s,2022-12-08 18:09:48
Ping:,53.654,ms,Download:,19.29,Mbit/s,Upload:,13.38,Mbit/s,2022-12-08 18:10:18
Ping:,37.401,ms,Download:,31.00,Mbit/s,Upload:,35.30,Mbit/s,2022-12-08 18:10:49
Ping:,32.899,ms,Download:,22.87,Mbit/s,Upload:,35.40,Mbit/s,2022-12-08 18:11:20
Ping:,39.33,ms,Download:,38.81,Mbit/s,Upload:,35.74,Mbit/s,2022-12-08 18:11:50
Ping:,33.668,ms,Download:,49.42,Mbit/s,Upload:,32.70,Mbit/s,2022-12-08 18:12:21
Ping:,17.69,ms,Download:,24.20,Mbit/s,Upload:,32.68,Mbit/s,2022-12-08 18:12:51
Ping:,18.355,ms,Download:,34.10,Mbit/s,Upload:,35.78,Mbit/s,2022-12-08 18:13:21
Ping:,14.924,ms,Download:,25.71,Mbit/s,Upload:,35.21,Mbit/s,2022-12-08 18:13:51
Ping:,17.604,ms,Download:,18.42,Mbit/s,Upload:,34.77,Mbit/s,2022-12-08 18:14:28
Ping:,25.958,ms,Download:,22.66,Mbit/s,Upload:,32.58,Mbit/s,2022-12-08 18:14:59
Ping:,18.966,ms,Download:,17.91,Mbit/s,Upload:,36.14,Mbit/s,2022-12-08 18:15:30
Ping:,13.822,ms,Download:,24.52,Mbit/s,Upload:,31.68,Mbit/s,2022-12-08 18:16:03
Ping:,20.144,ms,Download:,33.80,Mbit/s,Upload:,35.90,Mbit/s,2022-12-08 18:16:35
Ping:,23.288,ms,Download:,29.90,Mbit/s,Upload:,35.34,Mbit/s,2022-12-08 18:17:05
Ping:,29.283,ms,Download:,32.48,Mbit/s,Upload:,35.85,Mbit/s,2022-12-08 18:17:36
Ping:,24.838,ms,Download:,22.17,Mbit/s,Upload:,36.38,Mbit/s,2022-12-08 18:18:07
Ping:,26.262,ms,Download:,21.42,Mbit/s,Upload:,36.09,Mbit/s,2022-12-08 18:18:38
Ping:,27.369,ms,Download:,31.84,Mbit/s,Upload:,36.36,Mbit/s,2022-12-08 18:19:08
Ping:,13.581,ms,Download:,29.27,Mbit/s,Upload:,33.21,Mbit/s,2022-12-08 18:19:38
Ping:,14.471,ms,Download:,36.43,Mbit/s,Upload:,35.26,Mbit/s,2022-12-08 18:20:12
Ping:,24.384,ms,Download:,32.94,Mbit/s,Upload:,36.40,Mbit/s,2022-12-08 18:20:43
Ping:,16.589,ms,Download:,35.61,Mbit/s,Upload:,28.63,Mbit/s,2022-12-08 18:21:13
Ping:,22.05,ms,Download:,45.84,Mbit/s,Upload:,35.76,Mbit/s,2022-12-08 18:21:45
Ping:,13.878,ms,Download:,30.24,Mbit/s,Upload:,36.05,Mbit/s,2022-12-08 18:22:15
Ping:,17.301,ms,Download:,46.82,Mbit/s,Upload:,35.88,Mbit/s,2022-12-08 18:22:45
Ping:,28.699,ms,Download:,42.42,Mbit/s,Upload:,34.71,Mbit/s,2022-12-08 18:23:15
Ping:,17.548,ms,Download:,53.70,Mbit/s,Upload:,35.94,Mbit/s,2022-12-08 18:23:44
Ping:,16.865,ms,Download:,46.32,Mbit/s,Upload:,33.56,Mbit/s,2022-12-08 18:24:14
Ping:,15.479,ms,Download:,54.48,Mbit/s,Upload:,36.00,Mbit/s,2022-12-08 18:24:45
Ping:,16.983,ms,Download:,59.55,Mbit/s,Upload:,32.37,Mbit/s,2022-12-08 18:25:14
Ping:,13.189,ms,Download:,48.36,Mbit/s,Upload:,36.14,Mbit/s,2022-12-08 18:25:44
Ping:,28.792,ms,Download:,52.20,Mbit/s,Upload:,20.27,Mbit/s,2022-12-08 18:26:14
Ping:,26.121,ms,Download:,53.55,Mbit/s,Upload:,35.78,Mbit/s,2022-12-08 18:26:44
Ping:,26.35,ms,Download:,57.86,Mbit/s,Upload:,36.27,Mbit/s,2022-12-08 18:27:15
Ping:,38.374,ms,Download:,28.03,Mbit/s,Upload:,7.73,Mbit/s,2022-12-08 18:27:46
Ping:,34.558,ms,Download:,54.18,Mbit/s,Upload:,36.50,Mbit/s,2022-12-08 18:28:17
Ping:,37.624,ms,Download:,22.30,Mbit/s,Upload:,35.95,Mbit/s,2022-12-08 18:28:48
Ping:,26.83,ms,Download:,47.52,Mbit/s,Upload:,17.59,Mbit/s,2022-12-08 18:29:18
Ping:,46.156,ms,Download:,50.12,Mbit/s,Upload:,34.29,Mbit/s,2022-12-08 18:29:49
Ping:,30.434,ms,Download:,35.43,Mbit/s,Upload:,36.33,Mbit/s,2022-12-08 18:30:20
Ping:,30.206,ms,Download:,43.12,Mbit/s,Upload:,27.72,Mbit/s,2022-12-08 18:30:50
Ping:,36.26,ms,Download:,46.59,Mbit/s,Upload:,35.88,Mbit/s,2022-12-08 18:31:21
Ping:,34.487,ms,Download:,51.43,Mbit/s,Upload:,36.04,Mbit/s,2022-12-08 18:31:51
Ping:,31.842,ms,Download:,39.83,Mbit/s,Upload:,35.38,Mbit/s,2022-12-08 18:32:21
Ping:,20.812,ms,Download:,39.26,Mbit/s,Upload:,36.68,Mbit/s,2022-12-08 18:32:52
